,x,y,goal x,goal y,waypoint,current distance,angular velocity,heading,yaw,goal angle
190,967571.9474189503,1935258.5287984128,967572.4458,1935262.825,3,4.33,-0.09986654369130255,-0.378,1.8331317557104698,1.4553074887268336
191,967571.9258414188,1935258.6096085017,967572.4458,1935262.825,3,4.25,-0.10171592413003028,-0.385,1.8331328531401965,1.448068603578982
192,967571.9118615992,1935258.6923169266,967572.4458,1935262.825,3,4.17,-0.09748876884150948,-0.369,1.8117081657404128,1.4423091197883178
193,967571.894217116,1935258.7694824755,967572.4458,1935262.825,3,4.09,-0.0982813604581072,-0.372,1.8079314298327516,1.4356177597386717
194,967571.8759040927,1935258.8464771896,967572.4458,1935262.825,3,4.02,-0.10013074089683505,-0.379,1.8078423801727568,1.4285210628902032
195,967571.8639139341,1935258.9249532784,967572.4458,1935262.825,3,3.94,-0.09696037443044447,-0.367,1.789724990702221,1.4226890939331345
196,967571.8477384582,1935259.0114178192,967572.4458,1935262.825,3,3.86,-0.09696037443044447,-0.367,1.7820529197817323,1.4152392292519598
197,967571.8325682969,1935259.084572339,967572.4458,1935262.825,3,3.79,-0.09854555766363982,-0.373,1.781660963377189,1.4082950225454842
198,967571.8156135348,1935259.1663256472,967572.4458,1935262.825,3,3.71,-0.10065913530790016,-0.381,1.7816721525513932,1.4002255442742193
199,967571.8061194853,1935259.2451694985,967572.4458,1935262.825,3,3.64,-0.09696037443044447,-0.367,1.7614512212678108,1.393972402724101
200,967571.792062699,1935259.3231321105,967572.4458,1935262.825,3,3.56,-0.09854555766363982,-0.373,1.7592765500232384,1.386238271181557
201,967571.7775496881,1935259.4010035426,967572.4458,1935262.825,3,3.49,-0.10092333251343266,-0.382,1.7596956645569015,1.3780523983411876
202,967571.7696902549,1935259.4844959697,967572.4458,1935262.825,3,3.41,-0.09696037443044447,-0.367,1.7384601912001336,1.371096521766391
203,967571.7575503666,1935259.5627942318,967572.4458,1935262.825,3,3.33,-0.0982813604581072,-0.372,1.7344206488501006,1.3628688035311398
204,967571.743260192,1935259.649662571,967572.4458,1935262.825,3,3.25,-0.10092333251343266,-0.382,1.734697640376446,1.3530551223012919
205,967571.7388319751,1935259.7246205756,967572.4458,1935262.825,3,3.18,-0.09696037443044447,-0.367,1.7135441139614098,1.346603289467579
206,967571.7283265797,1935259.8075750396,967572.4458,1935262.825,3,3.1,-0.0982813604581072,-0.372,1.709397059117683,1.3373545945081475
207,967571.7176177123,1935259.886063905,967572.4458,1935262.825,3,3.03,-0.10092333251343266,-0.382,1.7097331073048179,1.3279169154957355
208,967571.7144610969,1935259.9654740074,967572.4458,1935262.825,3,2.95,-0.09669617722491197,-0.366,1.6866813766821074,1.3204082970795807
209,967571.7072458924,1935260.0487478597,967572.4458,1935262.825,3,2.87,-0.09775296604704209,-0.37,1.6810893248392937,1.3107925480961735
210,967571.6990053012,1935260.127436232,967572.4458,1935262.825,3,2.8,-0.10039493810236755,-0.38,1.6804362408491393,1.3007198942175362
211,967571.696908463,1935260.2111882588,967572.4458,1935262.825,3,2.72,-0.09748876884150948,-0.369,1.660423104833961,1.2917582152150826
212,967571.6920788647,1935260.2902742173,967572.4458,1935262.825,3,2.64,-0.09854555766363982,-0.373,1.654872102574972,1.2817650916417715
213,967571.6856856898,1935260.3736603304,967572.4458,1935262.825,3,2.57,-0.10145172692449766,-0.384,1.6542212070025173,1.2701165910720462
214,967571.6859371783,1935260.4574802774,967572.4458,1935262.825,3,2.49,-0.09880975486917232,-0.374,1.6338980988345333,1.2602290428868705
215,967571.6834655938,1935260.5321948417,967572.4458,1935262.825,3,2.42,-0.09986654369130255,-0.378,1.6281487689169252,1.2498051139349307
216,967571.679229248,1935260.6200090023,967572.4458,1935262.825,3,2.33,-0.10330110736322562,-0.391,1.6276363904369342,1.2362143020327958
217,967571.6821146258,1935260.699378038,967572.4458,1935262.825,3,2.26,-0.10039493810236755,-0.38,1.6059093211984101,1.2258816546448217
218,967571.6888662752,1935260.7831260813,967572.4458,1935262.825,3,2.18,-0.09616778281384686,-0.364,1.580084092432177,1.215796075086206
219,967571.6897402059,1935260.8623486585,967572.4458,1935262.825,3,2.1,-0.0982813604581072,-0.372,1.575340519648614,1.2030926845318464
220,967571.689567674,1935260.9459711576,967572.4458,1935262.825,3,2.03,-0.1022443185410955,-0.387,1.5746805827397143,1.1881718034163964
221,967571.6972079535,1935261.029481631,967572.4458,1935262.825,3,1.95,-0.09960234648576993,-0.377,1.5532314866279635,1.1757872201025856
222,967571.7000456529,1935261.1041815972,967572.4458,1935262.825,3,1.88,-0.10198012133556289,-0.386,1.5482870745209294,1.1618560256069828
223,967571.710121911,1935261.1918347133,967572.4458,1935262.825,3,1.79,-0.10013074089683505,-0.379,1.5265257081365033,1.1475586810238838
224,967571.7232640956,1935261.274731058,967572.4458,1935262.825,3,1.71,-0.09696037443044447,-0.367,1.5016263037702062,1.1346581515909688
225,967571.7311319616,1935261.3535310812,967572.4458,1935262.825,3,1.64,-0.09880975486917232,-0.374,1.492862339187203,1.1186674488686459
226,967571.7380435405,1935261.436816364,967572.4458,1935262.825,3,1.56,-0.10382950177429062,-0.393,1.492417603690118,1.09930493132276
227,967571.751625748,1935261.5150742873,967572.4458,1935262.825,3,1.48,-0.102508515746628,-0.388,1.4714819000789776,1.0834892276552657
228,967571.7686033855,1935261.59279132,967572.4458,1935262.825,3,1.41,-0.09960234648576993,-0.377,1.4451336746847314,1.0682760236973035
229,967571.7812616334,1935261.6754205993,967572.4458,1935262.825,3,1.33,-0.10409369897982323,-0.394,1.440210595201522,1.0466572677068786
230,967571.7983131215,1935261.7485010093,967572.4458,1935262.825,3,1.26,-0.10277271295216062,-0.389,1.418253900068704,1.0292932135148845
231,967571.8207315626,1935261.8294397932,967572.4458,1935262.825,3,1.18,-0.10118752971896516,-0.383,1.3927542466306146,1.010145902768681
232,967571.8451736014,1935261.9097624295,967572.4458,1935262.825,3,1.09,-0.09854555766363982,-0.373,1.3631216103914279,0.9900386420879024
233,967571.8637189678,1935261.9867492667,967572.4458,1935262.825,3,1.02,-0.10382950177429062,-0.393,1.357254131731938,0.9638388706426371
234,967571.8902975321,1935262.0708588858,967572.4458,1935262.825,3,0.94,-0.10541468500748596,-0.399,1.3351020813407821,0.9359246964655809
235,967571.9162685869,1935262.1413887069,967572.4458,1935262.825,3,0.86,-0.10488629059642085,-0.397,1.308988047803168,0.9117306272806829
236,967571.9494411162,1935262.2233683683,967572.4458,1935262.825,3,0.78,-0.10488629059642085,-0.397,1.2782925450458262,0.8809836350708242
237,967571.9816000154,1935262.296193604,967572.4458,1935262.825,3,0.7,-0.10567888221301858,-0.4,1.2501375655312876,0.8503680207640812
238,967572.0160329775,1935262.368002398,967572.4458,1935262.825,3,0.63,-0.10620727662408369,-0.402,1.2180517361132372,0.8160963040531697
239,967572.0569194854,1935262.4464969148,967572.4458,1935262.825,3,0.54,-0.10990603750153927,-0.416,1.187379137829485,0.7718758560290221
240,967572.098717061,1935262.5195138156,967572.4458,1935262.825,3,0.46,-0.11492578440665757,-0.435,1.1564209268316332,0.7217412237526172
241,967572.1383695602,1935262.5835337052,967572.4458,1935262.825,3,0.39,-0.12232330616156895,-0.463,1.1287263216680652,0.6657958632607133
242,967572.183330391,1935262.649514624,967572.4458,1935262.825,3,0.32,-0.13236279997180567,-0.501,1.0901093648891627,0.5893351196669397
243,967572.2342198354,1935262.716825706,967572.4458,1935262.825,3,0.24,-0.15270598479781172,-0.578,1.0507541902943225,0.4726217943216646
244,967572.2837421116,1935262.774191043,967572.4458,1935262.825,3,0.17,-0.18625902990044507,-0.705,1.0086901069899483,0.303817040516738
245,967572.3472992185,1935262.837340715,967571.5342,1935269.746,4,6.96,0.19471334047748667,0.737,0.9509644927455284,1.687950154015787
246,967572.3884779231,1935262.905153122,967571.5342,1935269.746,4,6.89,0.1923355656276936,0.728,0.9668219852483623,1.6950321531600696
247,967572.4223896898,1935262.9828652842,967571.5342,1935269.746,4,6.82,0.18071088858426176,0.684,1.0177000497073367,1.7013771448878308
248,967572.4515274842,1935263.0576332894,967571.5342,1935269.746,4,6.75,0.1698788031574272,0.643,1.0641200506392592,1.7070986075405172
249,967572.4793943575,1935263.1374841474,967571.5342,1935269.746,4,6.68,0.1606319009637881,0.608,1.104718320218493,1.7128595646946012
250,967572.5028282724,1935263.2140530369,967571.5342,1935269.746,4,6.6,0.1519133931812141,0.575,1.142826083142746,1.7180143621104655
251,967572.5236578006,1935263.2913050884,967571.5342,1935269.746,4,6.53,0.14213809657651,0.538,1.1850079154498039,1.7229049817967803
252,967572.54269966,1935263.3735173524,967571.5342,1935269.746,4,6.45,0.13315539158840328,0.504,1.2242442747605464,1.7277531163396338
253,967572.5592936607,1935263.4561635565,967571.5342,1935269.746,4,6.37,0.12364429218923167,0.468,1.2643523976457325,1.7323521480409303
254,967572.5730117783,1935263.5392979062,967571.5342,1935269.746,4,6.29,0.11518998161219018,0.436,1.3010349350604886,1.7366286311396708
255,967572.5835715013,1935263.6138386463,967571.5342,1935269.746,4,6.22,0.10752826265174642,0.407,1.3333849153215107,1.7402805349356572
256,967572.5936933692,1935263.706290469,967571.5342,1935269.746,4,6.13,0.10092333251343266,0.382,1.3621533938176706,1.7444506923192338
257,967572.6008418174,1935263.790029575,967571.5342,1935269.746,4,6.05,0.09246902193639128,0.35,1.3982477683787933,1.7480055812670912
258,967572.6128057297,1935263.8683608845,967571.5342,1935269.746,4,5.98,0.09194062752532606,0.348,1.403811629890773,1.7522870465436549
259,967572.6270233267,1935263.9507861687,967571.5342,1935269.746,4,5.9,0.09326161355298868,0.353,1.4042174740929445,1.7571810448813794
260,967572.641393813,1935264.0331910022,967571.5342,1935269.746,4,5.82,0.09458259958065152,0.358,1.404187709215414,1.7622319791265137
261,967572.6542243231,1935264.1069212055,967571.5342,1935269.746,4,5.75,0.09590358560831425,0.363,1.404181192011509,1.7668629901706883
262,967572.6685643013,1935264.189325551,967571.5342,1935269.746,4,5.67,0.09722457163597686,0.368,1.4041827950515855,1.7721737490890117
263,967572.6821495463,1935264.2673928286,967571.5342,1935269.746,4,5.6,0.09854555766363982,0.373,1.4041822910433859,1.77734130001249
264,967572.6972442616,1935264.354134245,967571.5342,1935269.746,4,5.52,0.10013074089683505,0.379,1.4041827950515877,1.7832447975811334
265,967572.7033052215,1935264.433355537,967571.5342,1935269.746,4,5.44,0.09563938840278186,0.362,1.425139166141407,1.7874047015194636
266,967572.7141085208,1935264.5117598993,967571.5342,1935269.746,4,5.37,0.09590358560831425,0.363,1.4291276097343757,1.7925116074014198
267,967572.726217332,1935264.5944033116,967571.5342,1935269.746,4,5.29,0.09748876884150948,0.369,1.4289268278909153,1.7981825188539304
268,967572.7297339853,1935264.6647890487,967571.5342,1935269.746,4,5.22,0.09854555766363982,0.373,1.429166417815216,1.8018785908229122
269,967572.7412895646,1935264.7438537662,967571.5342,1935269.746,4,5.15,0.10013074089683505,0.379,1.4285332374114041,1.8075836836171209
270,967572.7396735019,1935264.8280711302,967571.5342,1935269.746,4,5.06,0.09537519119724924,0.361,1.4503689661603918,1.811175032291793
271,967572.7498606477,1935264.9068470777,967571.5342,1935269.746,4,4.99,0.09563938840278186,0.362,1.4548846681774605,1.816916801477941
272,967572.7564518034,1935264.996839856,967571.5342,1935269.746,4,4.9,0.09748876884150948,0.369,1.4535034681589005,1.822691532967431
273,967572.7672163553,1935265.077676916,967571.5342,1935269.746,4,4.83,0.09907395207470482,0.375,1.4536691793568224,1.829023398274662
274,967572.7768376635,1935265.1574965059,967571.5342,1935269.746,4,4.75,0.10092333251343266,0.382,1.4535882447743547,1.8352680531035688
275,967572.7792972268,1935265.2406117113,967571.5342,1935269.746,4,4.67,0.09643198001937947,0.365,1.4751321101147488,1.8404240288394333
276,967572.7855867296,1935265.3284714925,967571.5342,1935269.746,4,4.59,0.09616778281384686,0.364,1.4826751386722496,1.8468417236136547
277,967572.7926593017,1935265.4073961496,967571.5342,1935269.746,4,4.52,0.09775296604704209,0.37,1.483330345575768,1.853109915849683
278,967572.7996404837,1935265.4863117263,967571.5342,1935269.746,4,4.44,0.09933814928023743,0.376,1.4832638598668377,1.859566096598937
279,967572.8066215444,1935265.5652349284,967571.5342,1935269.746,4,4.37,0.10118752971896527,0.383,1.4832574674343848,1.8662404002353452
280,967572.8069752043,1935265.6445560127,967571.5342,1935269.746,4,4.29,0.09722457163597686,0.368,1.5036608517013395,1.871697274169667
281,967572.8115894725,1935265.7245704534,967571.5342,1935269.746,4,4.22,0.09775296604704209,0.37,1.5080168247410612,1.8783621261775314
282,967572.8175702584,1935265.8088249154,967571.5342,1935269.746,4,4.14,0.09960234648576982,0.377,1.5085041029528081,1.885898257959623
283,967572.8236522453,1935265.8886415253,967571.5342,1935269.746,4,4.07,0.10171592413003028,0.385,1.508507376300812,1.8934020096707753
284,967572.8233651494,1935265.9775407405,967571.5342,1935269.746,4,3.98,0.09854555766363982,0.373,1.5272043575797276,1.900410139762347
285,967572.8274716632,1935266.0568682062,967571.5342,1935269.746,4,3.91,0.09960234648576982,0.377,1.5311719648007789,1.9079722681175213
286,967572.8321618806,1935266.1359456158,967571.5342,1935269.746,4,3.84,0.10145172692449766,0.384,1.5314665048839968,1.9159453419392243
287,967572.8294551107,1935266.2235095333,967571.5342,1935269.746,4,3.75,0.09775296604704209,0.37,1.55315631021089,1.923160532401571
288,967572.831030905,1935266.306557271,967571.5342,1935269.746,4,3.68,0.09880975486917232,0.374,1.5574558955317523,1.931360250918121
289,967572.8330813323,1935266.3808785575,967571.5342,1935269.746,4,3.61,0.10092333251343266,0.382,1.557379072109871,1.9391614206529484
290,967572.8275220913,1935266.4636295731,967571.5342,1935269.746,4,3.53,0.09722457163597686,0.368,1.577642514805292,1.9461375833181063
291,967572.8266040543,1935266.5423354183,967571.5342,1935269.746,4,3.45,0.0982813604581072,0.372,1.5827110125372177,1.9542425827075427
292,967572.8261609919,1935266.625701884,967571.5342,1935269.746,4,3.38,0.10065913530790027,0.381,1.5825181992813506,1.963356217163865
293,967572.8188651763,1935266.704458699,967571.5342,1935269.746,4,3.3,0.09722457163597686,0.368,1.6027112274965978,1.9704398495123876
294,967572.8146474778,1935266.7834399862,967571.5342,1935269.746,4,3.23,0.09775296604704209,0.37,1.6085069322690948,1.9787578579946876
295,967572.8115164154,1935266.8669924778,967571.5342,1935269.746,4,3.15,0.10013074089683505,0.379,1.6089074854303391,1.9883700396683464
296,967572.8018673214,1935266.949823274,967571.5342,1935269.746,4,3.07,0.09696037443044447,0.367,1.6298212827631353,1.9964387324009254
297,967572.7953849422,1935267.0330630324,967571.5342,1935269.746,4,2.99,0.0980171632525747,0.371,1.634676320364402,2.0059537544768102
298,967572.7905468646,1935267.1165120485,967571.5342,1935269.746,4,2.91,0.10065913530790027,0.381,1.6350815751035666,2.0165197717212053
299,967572.7795468915,1935267.1902898317,967571.5342,1935269.746,4,2.84,0.09748876884150948,0.369,1.6552070042625406,2.024216391496917
300,967572.7705995139,1935267.2731241835,967571.5342,1935269.746,4,2.76,0.09880975486917232,0.374,1.6608759476654833,2.0344315147615673
301,967572.7632040739,1935267.3562197161,967571.5342,1935269.746,4,2.69,0.10145172692449766,0.384,1.6613564080522116,2.04579854971266
302,967572.7482040022,1935267.437851599,967571.5342,1935269.746,4,2.61,0.0982813604581072,0.372,1.6825816825405329,2.0549990882623352
303,967572.738664335,1935267.511896744,967571.5342,1935269.746,4,2.54,0.09986654369130243,0.378,1.6874116084660644,2.0652530731708936
304,967572.7288012259,1935267.5947546486,967571.5342,1935269.746,4,2.46,0.103036910157693,0.39,1.6877945679592588,2.077704743432141
305,967572.711303218,1935267.6761331586,967571.5342,1935269.746,4,2.38,0.10013074089683505,0.379,1.7092643594857377,2.0878721286327653
306,967572.6892935538,1935267.7610859703,967571.5342,1935269.746,4,2.3,0.09511099399171663,0.36,1.7376845838885984,2.097827805686818
307,967572.6766158581,1935267.8348370309,967571.5342,1935269.746,4,2.23,0.0980171632525747,0.371,1.7387976621051506,2.1095667864201575
308,967572.6625734484,1935267.9176436202,967571.5342,1935269.746,4,2.15,0.10171592413003028,0.385,1.738521391754496,2.123732082987506
309,967572.6433882893,1935267.9900095337,967571.5342,1935269.746,4,2.08,0.09880975486917232,0.374,1.7598783164576843,2.134170262698478
310,967572.6254830388,1935268.0720528192,967571.5342,1935269.746,4,2.0,0.10145172692449766,0.384,1.7646655751529612,2.148521522114287
311,967572.6024932814,1935268.1476610333,967571.5342,1935269.746,4,1.92,0.09748876884150948,0.369,1.7910149835234834,2.1599821928970133
312,967572.5828534291,1935268.2294173394,967571.5342,1935269.746,4,1.84,0.10118752971896527,0.383,1.7930422088643998,2.17576646622938
313,967572.5567761393,1935268.3130543754,967571.5342,1935269.746,4,1.76,0.09960234648576982,0.377,1.8132752580053302,2.190603699142472
314,967572.536456526,1935268.389597594,967571.5342,1935269.746,4,1.69,0.10277271295216062,0.389,1.8181419454368786,2.207160648840807
315,967572.5088110947,1935268.468243854,967571.5342,1935269.746,4,1.61,0.10171592413003028,0.385,1.8369391623597673,2.2224089058722742
316,967572.4812534585,1935268.5375472694,967571.5342,1935269.746,4,1.54,0.09775296604704209,0.37,1.8658619657343207,2.2355133073608227
317,967572.4576536204,1935268.613145768,967571.5342,1935269.746,4,1.46,0.102508515746628,0.388,1.8670828692325743,2.2547110219138435
318,967572.4264302072,1935268.6903848844,967571.5342,1935269.746,4,1.38,0.10171592413003028,0.385,1.8873838730019177,2.2725105684786064
319,967572.3935248979,1935268.762112722,967571.5342,1935269.746,4,1.31,0.09854555766363982,0.373,1.915353002409291,2.2887181151748712
320,967572.3657984941,1935268.8362648303,967571.5342,1935269.746,4,1.23,0.10409369897982323,0.394,1.9171721365712227,2.3113528274529878
321,967572.329210264,1935268.9304135724,967571.5342,1935269.746,4,1.14,0.10673567103514858,0.404,1.939586681527976,2.343419694091978
322,967572.2880221823,1935269.0011093756,967571.5342,1935269.746,4,1.06,0.10409369897982323,0.394,1.9678138990447578,2.362153905569792
323,967572.2550105706,1935269.0775953564,967571.5342,1935269.746,4,0.98,0.10462209339088824,0.396,1.998159803845856,2.3939000154436685
324,967572.210359252,1935269.1492581442,967571.5342,1935269.746,4,0.9,0.10277271295216062,0.389,2.0290146466146837,2.4185045852173457
325,967572.1790794351,1935269.2089673292,967571.5342,1935269.746,4,0.84,0.102508515746628,0.388,2.059518357388533,2.4471902032531005
326,967572.132920967,1935269.273725692,967571.5342,1935269.746,4,0.76,0.10198012133556289,0.386,2.088072268802484,2.4737150834669177
327,967572.0890740827,1935269.3331965671,967571.5342,1935269.746,4,0.69,0.102508515746628,0.388,2.114442786692665,2.501969165175231
328,967572.0373032438,1935269.399757267,967571.5342,1935269.746,4,0.61,0.10382950177429062,0.393,2.145479210760516,2.538820580595746
329,967571.9861688189,1935269.4608436045,967571.5342,1935269.746,4,0.53,0.10673567103514858,0.404,2.1751255802592073,2.578747220451134
330,967571.9298246477,1935269.5233572933,967571.5342,1935269.746,4,0.45,0.11149122073473461,0.422,2.207007427814801,2.629003826609999
331,967571.8713160097,1935269.5838379827,967571.5342,1935269.746,4,0.37,0.11941713690071087,0.452,2.2416555626705303,2.69323804911882
332,967571.8163649791,1935269.6355116616,967571.5342,1935269.746,4,0.3,0.1299850251220127,0.492,2.2766358862263925,2.7683715102864657
333,967571.7488982101,1935269.6933019236,967571.5342,1935269.746,4,0.22,0.15455536523653957,0.585,2.3162316980582713,2.90089914598809
334,967571.6846384283,1935269.7413108384,967571.5342,1935269.746,4,0.15,0.19814790414940975,0.75,2.36037996678608,3.1104327698267724
335,967571.6116207896,1935269.7855493499,967566.0041,1935273.569,5,6.76,0.03381724230816585,0.128,2.4200160134228326,2.5480422042776074
336,967571.5464631774,1935269.8382046414,967566.0041,1935273.569,5,6.68,0.030911073047308002,0.117,2.432543755026578,2.5491207722367895
337,967571.4830124743,1935269.8928856442,967566.0041,1935273.569,5,6.6,0.031175270252840392,0.118,2.432779036419373,2.5506257382846798
338,967571.4229034592,1935269.9446526088,967566.0041,1935273.569,5,6.52,0.031439467458373005,0.119,2.432709203871214,2.5520824954989467
339,967571.3593923532,1935269.9992945106,967566.0041,1935273.569,5,6.44,0.03196786186943801,0.121,2.432707808584695,2.553653321759276
340,967571.2992528367,1935270.051060983,967566.0041,1935273.569,5,6.36,0.03223205907497062,0.122,2.4327094688433655,2.555181955111422
341,967571.2357722353,1935270.1057033762,967566.0041,1935273.569,5,6.27,0.032760453486035845,0.124,2.432709468843367,2.556837137300309
342,967571.1722916325,1935270.1603457632,967566.0041,1935273.569,5,6.19,0.03328884789710085,0.126,2.4327094688433673,2.5585367497620743
343,967571.1088110305,1935270.2149881544,967566.0041,1935273.569,5,6.11,0.03381724230816585,0.128,2.432709468843368,2.5602825972490777
344,967571.0486715126,1935270.2667546282,967566.0041,1935273.569,5,6.03,0.034081439513698464,0.129,2.4327094688433637,2.561980928070948
345,967570.9885319954,1935270.3185210964,967566.0041,1935273.569,5,5.95,0.03460983392476358,0.131,2.4327094688433686,2.563724163259605
346,967570.9217103082,1935270.3760394056,967566.0041,1935273.569,5,5.86,0.03513822833582858,0.133,2.432709468843363,2.5657159441385473
347,967570.8582297049,1935270.430681793,967566.0041,1935273.569,5,5.78,0.035666622746893584,0.135,2.432709468843375,2.567663905039221
348,967570.7947491026,1935270.4853241786,967566.0041,1935273.569,5,5.7,0.03619501715795881,0.137,2.4327094688433633,2.569668606613995
349,967570.7346095863,1935270.5370906559,967566.0041,1935273.569,5,5.62,0.036723411569024034,0.139,2.4327094688433633,2.571622401608834
350,967570.6711289855,1935270.5917330422,967566.0041,1935273.569,5,5.54,0.03725180598008904,0.141,2.4327094688433637,2.5737449041916234
351,967570.6143305516,1935270.6406236014,967566.0041,1935273.569,5,5.46,0.03778020039115415,0.143,2.4327094688433673,2.575698606486329
352,967570.544167782,1935270.7010178224,967566.0041,1935273.569,5,5.37,0.038308594802219154,0.145,2.4327094688433695,2.578186499382102
353,967570.4907104301,1935270.7470324656,967566.0041,1935273.569,5,5.3,0.03883698921328416,0.147,2.432709468843365,2.5801397388167424
354,967570.4238887451,1935270.804550772,967566.0041,1935273.569,5,5.21,0.039629580829881994,0.15,2.4327094688433704,2.5826547878560033
355,967570.3637492268,1935270.8563172417,967566.0041,1935273.569,5,5.13,0.040157975240947,0.152,2.432709468843365,2.584991330097219
356,967570.3002686263,1935270.9109596335,967566.0041,1935273.569,5,5.05,0.04095056685754461,0.155,2.432709468843365,2.587536367021384
357,967570.2334469395,1935270.9684779383,967566.0041,1935273.569,5,4.96,0.04174315847414234,0.158,2.4327094688433646,2.5903069850474916
358,967570.1733074212,1935271.020244408,967566.0041,1935273.569,5,4.89,0.042271552885207564,0.16,2.4327094688433637,2.5928849401275977
359,967570.1131679058,1935271.0720108824,967566.0041,1935273.569,5,4.81,0.04306414450180496,0.163,2.4327094688433686,2.5955468700096196
360,967570.049687302,1935271.12665327,967566.0041,1935273.569,5,4.73,0.04385673611840257,0.166,2.4327094688433686,2.598452354133629
361,967569.9862067011,1935271.1812956599,967566.0041,1935273.569,5,4.64,0.0446493277350003,0.169,2.432709468843368,2.6014611973744928
362,967569.9227260988,1935271.2359380473,967566.0041,1935273.569,5,4.56,0.045441919351598026,0.172,2.4327094688433655,2.60457895602938
363,967569.8592454974,1935271.290580437,967566.0041,1935273.569,5,4.48,0.04623451096819553,0.175,2.43270946884337,2.6078115901212735
364,967569.7924238121,1935271.3480987428,967566.0041,1935273.569,5,4.39,0.04729129979032576,0.179,2.4327094688433633,2.6113455046133605
365,967569.7322842926,1935271.3998652124,967566.0041,1935273.569,5,4.31,0.048083891406923374,0.182,2.4327094688433646,2.614647546538315
366,967569.6654626045,1935271.4573835195,967566.0041,1935273.569,5,4.23,0.04914068022905371,0.186,2.4327094688433633,2.6184594455414025
367,967569.6019820041,1935271.5120259076,967566.0041,1935273.569,5,4.14,0.05019746905118372,0.19,2.4327094688433655,2.6222283424151014
368,967569.541842487,1935271.563792378,967566.0041,1935273.569,5,4.07,0.050990060667781334,0.193,2.432709468843369,2.6259394791272053
369,967569.478361886,1935271.618434765,967566.0041,1935273.569,5,3.98,0.05204684948991167,0.197,2.432709468843363,2.630014111289764
370,967569.418222368,1935271.6702012415,967566.0041,1935273.569,5,3.91,0.0531036383120419,0.201,2.432709468843372,2.634032277527333
371,967569.351400682,1935271.7277195465,967566.0041,1935273.569,5,3.82,0.05442462433970452,0.206,2.4327094688433655,2.6386886449597817
372,967569.2879200791,1935271.7823619326,967566.0041,1935273.569,5,3.74,0.05574561036736725,0.211,2.4327094688433677,2.6433112552377622
373,967569.2311216455,1935271.8312524897,967566.0041,1935273.569,5,3.67,0.05680239918949748,0.215,2.432709468843364,2.6476223444682443
374,967569.1676410441,1935271.8858948788,967566.0041,1935273.569,5,3.58,0.05812338521716032,0.22,2.432709468843364,2.6526490106262672
375,967569.1041604435,1935271.9405372706,967566.0041,1935273.569,5,3.5,0.059444371244822936,0.225,2.432709468843368,2.65791025489941
376,967569.0440209256,1935271.9923037395,967566.0041,1935273.569,5,3.42,0.060765357272485665,0.23,2.432709468843366,2.6631259074084452
377,967568.9838814064,1935272.0440702105,967566.0041,1935273.569,5,3.35,0.062350540505680896,0.236,2.4327094688433712,2.6685822021979804
378,967568.920400806,1935272.098712603,967566.0041,1935273.569,5,3.27,0.06393572373887624,0.242,2.4327094688433646,2.6746211684896526
379,967568.8602612881,1935272.1504790748,967566.0041,1935273.569,5,3.19,0.06552090697207147,0.248,2.4327094688433677,2.6806262690585085
